artist,date,year,dayofweek,weekend,starttime,endtime,durationminutes,stage,mainstage
Franky Kloeck,2017-07-29,2017,Saturday,Weekend 2,21:00:00,22:30:00,90,the rose garden,False
DJ Ghost,2017-07-29,2017,Saturday,Weekend 2,20:00:00,21:00:00,60,the rose garden,False
Jan Vervloet,2017-07-29,2017,Saturday,Weekend 2,18:30:00,20:00:00,90,the rose garden,False
Bountyhunter,2017-07-29,2017,Saturday,Weekend 2,17:30:00,18:30:00,60,the rose garden,False
John '00' Fleming,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:30:00,90,the rose garden,False
Phi Phi,2017-07-29,2017,Saturday,Weekend 2,14:30:00,16:00:00,90,the rose garden,False
DJ Fire,2017-07-29,2017,Saturday,Weekend 2,13:00:00,14:30:00,90,the rose garden,False
Many Moore,2017-07-29,2017,Saturday,Weekend 2,23:30:00,01:00:00,90,the rave cave,False
Greg Lamore vs. Jay Lee Hudson,2017-07-29,2017,Saturday,Weekend 2,21:30:00,23:30:00,120,the rave cave,False
Thim,2017-07-29,2017,Saturday,Weekend 2,20:00:00,21:30:00,90,the rave cave,False
Wezlee,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:00:00,60,the rave cave,False
Basement Sounds,2017-07-29,2017,Saturday,Weekend 2,18:00:00,19:00:00,60,the rave cave,False
Freaquency,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,the rave cave,False
Que 9,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:00:00,60,the rave cave,False
Mathy,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:00:00,60,the rave cave,False
VVM,2017-07-29,2017,Saturday,Weekend 2,14:00:00,15:00:00,60,the rave cave,False
Samyn,2017-07-29,2017,Saturday,Weekend 2,13:00:00,14:00:00,60,the rave cave,False
Maximo,2017-07-29,2017,Saturday,Weekend 2,12:00:00,13:00:00,60,the rave cave,False
Maori,2017-07-29,2017,Saturday,Weekend 2,23:00:00,00:00:00,60,sound of tomorrow island,False
Maurice West,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:00:00,60,sound of tomorrow island,False
Curbi,2017-07-29,2017,Saturday,Weekend 2,20:30:00,22:00:00,90,sound of tomorrow island,False
Codeko,2017-07-29,2017,Saturday,Weekend 2,19:30:00,20:30:00,60,sound of tomorrow island,False
Yall,2017-07-29,2017,Saturday,Weekend 2,18:00:00,19:30:00,90,sound of tomorrow island,False
CYA,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,sound of tomorrow island,False
Const,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:00:00,60,sound of tomorrow island,False
TND,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:00:00,60,sound of tomorrow island,False
Xavier Shimshack,2017-07-29,2017,Saturday,Weekend 2,14:00:00,15:00:00,60,sound of tomorrow island,False
Nuroy,2017-07-29,2017,Saturday,Weekend 2,12:30:00,14:00:00,90,sound of tomorrow island,False
Fatboy Slim,2017-07-29,2017,Saturday,Weekend 2,23:30:00,01:00:00,90,organ of harmony,False
Duke Dumont,2017-07-29,2017,Saturday,Weekend 2,22:30:00,23:30:00,60,organ of harmony,False
Oscar & The Wolf (live),2017-07-29,2017,Saturday,Weekend 2,21:30:00,22:30:00,60,organ of harmony,False
Lost Frequencies,2017-07-29,2017,Saturday,Weekend 2,20:00:00,21:30:00,90,organ of harmony,False
Disciples,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:00:00,60,organ of harmony,False
Henri PFR,2017-07-29,2017,Saturday,Weekend 2,18:00:00,19:00:00,60,organ of harmony,False
Sigala,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,organ of harmony,False
Thomas Jack,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:00:00,60,organ of harmony,False
Mike Perry,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:00:00,60,organ of harmony,False
Zonderling,2017-07-29,2017,Saturday,Weekend 2,14:00:00,15:00:00,60,organ of harmony,False
Curtis Alto (live),2017-07-29,2017,Saturday,Weekend 2,12:30:00,14:00:00,90,organ of harmony,False
Alesso,2017-07-29,2017,Saturday,Weekend 2,23:55:00,00:55:00,60,mainstage,True
Dimitri Vegas & Like Mike,2017-07-29,2017,Saturday,Weekend 2,22:55:00,23:55:00,60,mainstage,True
Armin Van Buuren,2017-07-29,2017,Saturday,Weekend 2,21:55:00,22:55:00,60,mainstage,True
KSHMR,2017-07-29,2017,Saturday,Weekend 2,20:55:00,21:55:00,60,mainstage,True
W&W,2017-07-29,2017,Saturday,Weekend 2,19:55:00,20:55:00,60,mainstage,True
Don Diablo,2017-07-29,2017,Saturday,Weekend 2,18:55:00,19:55:00,60,mainstage,True
Sunnery James & Ryan Marciano,2017-07-29,2017,Saturday,Weekend 2,17:55:00,18:55:00,60,mainstage,True
ALOK,2017-07-29,2017,Saturday,Weekend 2,16:55:00,17:55:00,60,mainstage,True
Wolfpack,2017-07-29,2017,Saturday,Weekend 2,15:55:00,16:55:00,60,mainstage,True
DJ Licious,2017-07-29,2017,Saturday,Weekend 2,14:55:00,15:55:00,60,mainstage,True
Joris Voorn,2017-07-29,2017,Saturday,Weekend 2,12:00:00,14:55:00,175,mainstage,True
Bedouin,2017-07-29,2017,Saturday,Weekend 2,19:30:00,23:30:00,240,leaf,False
Lee Burridge,2017-07-29,2017,Saturday,Weekend 2,16:30:00,19:30:00,180,leaf,False
Lost Desert,2017-07-29,2017,Saturday,Weekend 2,12:30:00,16:30:00,240,leaf,False
Caspar,2017-07-29,2017,Saturday,Weekend 2,21:00:00,22:00:00,60,house of mask by cubanisto,False
Guy Mantzur,2017-07-29,2017,Saturday,Weekend 2,19:30:00,21:00:00,90,house of mask by cubanisto,False
Nico Morano,2017-07-29,2017,Saturday,Weekend 2,18:30:00,19:30:00,60,house of mask by cubanisto,False
ATTARI,2017-07-29,2017,Saturday,Weekend 2,17:30:00,18:30:00,60,house of mask by cubanisto,False
Victor Ruiz,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:30:00,90,house of mask by cubanisto,False
Don Cabron,2017-07-29,2017,Saturday,Weekend 2,14:30:00,16:00:00,90,house of mask by cubanisto,False
Ra-im,2017-07-29,2017,Saturday,Weekend 2,13:00:00,14:30:00,90,house of mask by cubanisto,False
Excision,2017-07-29,2017,Saturday,Weekend 2,23:50:00,00:50:00,60,house of books,False
Yellow Claw,2017-07-29,2017,Saturday,Weekend 2,22:50:00,23:50:00,60,house of books,False
Flux Pavilion,2017-07-29,2017,Saturday,Weekend 2,21:50:00,22:50:00,60,house of books,False
Moski b2b Chace,2017-07-29,2017,Saturday,Weekend 2,20:50:00,21:50:00,60,house of books,False
Mike Cervello,2017-07-29,2017,Saturday,Weekend 2,19:50:00,20:50:00,60,house of books,False
San Holo,2017-07-29,2017,Saturday,Weekend 2,18:50:00,19:50:00,60,house of books,False
Cesqeaux,2017-07-29,2017,Saturday,Weekend 2,17:50:00,18:50:00,60,house of books,False
DOLF,2017-07-29,2017,Saturday,Weekend 2,16:50:00,17:50:00,60,house of books,False
Mightyfools,2017-07-29,2017,Saturday,Weekend 2,15:50:00,16:50:00,60,house of books,False
The Galaxy,2017-07-29,2017,Saturday,Weekend 2,14:50:00,15:50:00,60,house of books,False
ANBU (live),2017-07-29,2017,Saturday,Weekend 2,14:30:00,14:50:00,20,house of books,False
Stoltenhoff,2017-07-29,2017,Saturday,Weekend 2,13:45:00,14:30:00,45,house of books,False
Menasa ft. MC Don't,2017-07-29,2017,Saturday,Weekend 2,13:00:00,13:45:00,45,house of books,False
SirOJ,2017-07-29,2017,Saturday,Weekend 2,12:00:00,13:00:00,60,house of books,False
Pierre Elitair,2017-07-29,2017,Saturday,Weekend 2,23:00:00,01:00:00,120,harbour house,False
Cookies and Cream & The Retronettes,2017-07-29,2017,Saturday,Weekend 2,22:20:00,23:00:00,40,harbour house,False
Rebelle,2017-07-29,2017,Saturday,Weekend 2,18:00:00,20:00:00,120,harbour house,False
Alpha Party,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,harbour house,False
Bubba,2017-07-29,2017,Saturday,Weekend 2,15:00:00,17:00:00,120,harbour house,False
Rakesh aka Blackjack9000,2017-07-29,2017,Saturday,Weekend 2,13:00:00,15:00:00,120,harbour house,False
Johannes Brecht,2017-07-29,2017,Saturday,Weekend 2,23:45:00,00:55:00,70,garden of madness,False
Solomun,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:45:00,105,garden of madness,False
Adriatique,2017-07-29,2017,Saturday,Weekend 2,20:30:00,22:00:00,90,garden of madness,False
H.O.S.H.,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:30:00,90,garden of madness,False
Magdalena,2017-07-29,2017,Saturday,Weekend 2,17:30:00,19:00:00,90,garden of madness,False
Kollektiv Turmstrasse,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:30:00,90,garden of madness,False
Undercatt,2017-07-29,2017,Saturday,Weekend 2,14:30:00,16:00:00,90,garden of madness,False
Nick Bril,2017-07-29,2017,Saturday,Weekend 2,13:30:00,14:30:00,60,garden of madness,False
Mike Tohr,2017-07-29,2017,Saturday,Weekend 2,12:30:00,13:30:00,60,garden of madness,False
M.E.G. & N.E.R.A.K.,2017-07-29,2017,Saturday,Weekend 2,23:00:00,00:00:00,60,freedom,False
D.O.D.,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:00:00,60,freedom,False
Shapov,2017-07-29,2017,Saturday,Weekend 2,20:30:00,22:00:00,90,freedom,False
Axwell,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:30:00,90,freedom,False
Kryder,2017-07-29,2017,Saturday,Weekend 2,17:30:00,19:00:00,90,freedom,False
Tom Staar,2017-07-29,2017,Saturday,Weekend 2,16:30:00,17:30:00,60,freedom,False
ALOK,2017-07-29,2017,Saturday,Weekend 2,15:30:00,16:30:00,60,freedom,False
KLAHR,2017-07-29,2017,Saturday,Weekend 2,14:30:00,15:30:00,60,freedom,False
NEW_ID,2017-07-29,2017,Saturday,Weekend 2,13:30:00,14:30:00,60,freedom,False
Kenn Colt,2017-07-29,2017,Saturday,Weekend 2,12:30:00,13:30:00,60,freedom,False
KO:YU,2017-07-29,2017,Saturday,Weekend 2,00:00:00,01:00:00,60,freedom,False
Richie Hawtin,2017-07-29,2017,Saturday,Weekend 2,23:30:00,01:00:00,90,core,False
Tale of Us,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:30:00,90,core,False
Paco Osuna,2017-07-29,2017,Saturday,Weekend 2,20:30:00,22:00:00,90,core,False
Loco Dice,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:30:00,90,core,False
Chris Liebing,2017-07-29,2017,Saturday,Weekend 2,17:30:00,19:00:00,90,core,False
Matador,2017-07-29,2017,Saturday,Weekend 2,16:30:00,17:30:00,60,core,False
Hito,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:30:00,90,core,False
Fabio Florido,2017-07-29,2017,Saturday,Weekend 2,13:30:00,15:00:00,90,core,False
Himperson,2017-07-29,2017,Saturday,Weekend 2,12:00:00,13:30:00,90,core,False
Blastoyz,2017-07-29,2017,Saturday,Weekend 2,23:00:00,00:00:00,60,cage,False
Input Malfunction,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:00:00,60,cage,False
Outsiders,2017-07-29,2017,Saturday,Weekend 2,21:00:00,22:00:00,60,cage,False
WAIO,2017-07-29,2017,Saturday,Weekend 2,20:00:00,21:00:00,60,cage,False
Firaga,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:00:00,60,cage,False
SynSUN,2017-07-29,2017,Saturday,Weekend 2,18:00:00,19:00:00,60,cage,False
Alien Project,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,cage,False
Digicult,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:00:00,60,cage,False
Major 7,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:00:00,60,cage,False
Guadaloop vs. Smokonut,2017-07-29,2017,Saturday,Weekend 2,13:00:00,15:00:00,120,cage,False
Skazi,2017-07-29,2017,Saturday,Weekend 2,00:00:00,01:00:00,60,cage,False
Angerfist,2017-07-29,2017,Saturday,Weekend 2,23:00:00,00:00:00,60,arch,False
Gunz for Hire,2017-07-29,2017,Saturday,Weekend 2,22:00:00,23:00:00,60,arch,False
Noisecontrollers,2017-07-29,2017,Saturday,Weekend 2,21:00:00,22:00:00,60,arch,False
Atmozfears,2017-07-29,2017,Saturday,Weekend 2,20:00:00,21:00:00,60,arch,False
Brennan Heart,2017-07-29,2017,Saturday,Weekend 2,19:00:00,20:00:00,60,arch,False
Wildstylez,2017-07-29,2017,Saturday,Weekend 2,18:00:00,19:00:00,60,arch,False
Bass Modulators,2017-07-29,2017,Saturday,Weekend 2,17:00:00,18:00:00,60,arch,False
D-Block & S-te-Fan,2017-07-29,2017,Saturday,Weekend 2,16:00:00,17:00:00,60,arch,False
Adrenalize,2017-07-29,2017,Saturday,Weekend 2,15:00:00,16:00:00,60,arch,False
Sound Rush,2017-07-29,2017,Saturday,Weekend 2,14:00:00,15:00:00,60,arch,False
Rebourne,2017-07-29,2017,Saturday,Weekend 2,13:00:00,14:00:00,60,arch,False
Dr. Rude,2017-07-29,2017,Saturday,Weekend 2,12:00:00,13:00:00,60,arch,False
Korsakoff,2017-07-28,2017,Friday,Weekend 2,23:30:00,01:00:00,90,wind stage,False
Bass-D,2017-07-28,2017,Friday,Weekend 2,22:30:00,23:30:00,60,wind stage,False
Scott Brown,2017-07-28,2017,Friday,Weekend 2,21:30:00,22:30:00,60,wind stage,False
Paul Elstak,2017-07-28,2017,Friday,Weekend 2,20:30:00,21:30:00,60,wind stage,False
The Viper,2017-07-28,2017,Friday,Weekend 2,19:30:00,20:30:00,60,wind stage,False
DJ Isaac,2017-07-28,2017,Friday,Weekend 2,18:30:00,19:30:00,60,wind stage,False
The Darkraver,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:30:00,90,wind stage,False
Ruthless,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,wind stage,False
Lethal MG,2017-07-28,2017,Friday,Weekend 2,15:00:00,16:00:00,60,wind stage,False
Davoodi,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:00:00,60,wind stage,False
Crude Intentions,2017-07-28,2017,Friday,Weekend 2,12:30:00,14:00:00,90,wind stage,False
Zolex,2017-07-28,2017,Friday,Weekend 2,23:30:00,01:00:00,90,tulip,False
Jam & Spoon,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:30:00,90,tulip,False
M.I.K.E. Push,2017-07-28,2017,Friday,Weekend 2,21:00:00,22:00:00,60,tulip,False
Jaydee,2017-07-28,2017,Friday,Weekend 2,19:30:00,21:00:00,90,tulip,False
Olivier Pieters,2017-07-28,2017,Friday,Weekend 2,18:30:00,19:30:00,60,tulip,False
Quincy,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:30:00,90,tulip,False
Youri Parker,2017-07-28,2017,Friday,Weekend 2,15:30:00,17:00:00,90,tulip,False
Marko De La Rocca,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:30:00,90,tulip,False
Vince Nova,2017-07-28,2017,Friday,Weekend 2,12:30:00,14:00:00,90,tulip,False
Netsky (DJ Set) & Script MC,2017-07-28,2017,Friday,Weekend 2,23:00:00,00:00:00,60,the rose garden,False
Jauz,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,the rose garden,False
Alison Wonderland,2017-07-28,2017,Friday,Weekend 2,21:00:00,22:00:00,60,the rose garden,False
Camo & Krooked,2017-07-28,2017,Friday,Weekend 2,18:30:00,20:00:00,90,the rose garden,False
Dimension,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:30:00,90,the rose garden,False
Point Point,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,the rose garden,False
Murdock,2017-07-28,2017,Friday,Weekend 2,14:30:00,16:00:00,90,the rose garden,False
Hush Hefner,2017-07-28,2017,Friday,Weekend 2,13:00:00,14:30:00,90,the rose garden,False
Snails,2017-07-28,2017,Friday,Weekend 2,00:00:00,01:00:00,60,the rose garden,False
No Shit Like Deep,2017-07-28,2017,Friday,Weekend 2,23:30:00,01:00:00,90,the rave cave,False
Sandrien,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:30:00,90,the rave cave,False
Karawane B2B Just Nathan,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,the rave cave,False
Borealis,2017-07-28,2017,Friday,Weekend 2,19:00:00,20:30:00,90,the rave cave,False
Nadine ADJani,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:00:00,60,the rave cave,False
Konna,2017-07-28,2017,Friday,Weekend 2,16:30:00,18:00:00,90,the rave cave,False
Gullfisk,2017-07-28,2017,Friday,Weekend 2,15:00:00,16:30:00,90,the rave cave,False
Solco,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:00:00,60,the rave cave,False
Timmerman,2017-07-28,2017,Friday,Weekend 2,13:00:00,14:00:00,60,the rave cave,False
Madison Mars,2017-07-28,2017,Friday,Weekend 2,23:00:00,00:00:00,60,sound of tomorrow island,False
Bali Bandits,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,sound of tomorrow island,False
Vato Gonzalez ft. MC Tjen,2017-07-28,2017,Friday,Weekend 2,20:45:00,22:00:00,75,sound of tomorrow island,False
Giocatori,2017-07-28,2017,Friday,Weekend 2,20:00:00,20:45:00,45,sound of tomorrow island,False
Olly James,2017-07-28,2017,Friday,Weekend 2,19:00:00,20:00:00,60,sound of tomorrow island,False
TV Noise,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:00:00,60,sound of tomorrow island,False
Selectro,2017-07-28,2017,Friday,Weekend 2,16:30:00,18:00:00,90,sound of tomorrow island,False
Robert Falcon,2017-07-28,2017,Friday,Weekend 2,15:30:00,16:30:00,60,sound of tomorrow island,False
DJ EU,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:30:00,90,sound of tomorrow island,False
FlowChief,2017-07-28,2017,Friday,Weekend 2,12:30:00,14:00:00,90,sound of tomorrow island,False
Seth Troxler,2017-07-28,2017,Friday,Weekend 2,23:00:00,01:00:00,120,organ of harmony,False
The Martinez Brothers,2017-07-28,2017,Friday,Weekend 2,21:30:00,23:00:00,90,organ of harmony,False
Jackmaster,2017-07-28,2017,Friday,Weekend 2,20:00:00,21:30:00,90,organ of harmony,False
Toni Varga,2017-07-28,2017,Friday,Weekend 2,18:30:00,20:00:00,90,organ of harmony,False
Andres Campo,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:30:00,90,organ of harmony,False
Edu Imbernon,2017-07-28,2017,Friday,Weekend 2,15:30:00,17:00:00,90,organ of harmony,False
Eddy M,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:30:00,90,organ of harmony,False
Tini Gessler,2017-07-28,2017,Friday,Weekend 2,12:30:00,14:00:00,90,organ of harmony,False
Axwell & Ingrosso,2017-07-28,2017,Friday,Weekend 2,23:00:00,00:00:00,60,mainstage,True
Afrojack,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,mainstage,True
Nicky Romero,2017-07-28,2017,Friday,Weekend 2,21:00:00,22:00:00,60,mainstage,True
Tchami,2017-07-28,2017,Friday,Weekend 2,20:00:00,21:00:00,60,mainstage,True
Martin Solveig,2017-07-28,2017,Friday,Weekend 2,19:00:00,20:00:00,60,mainstage,True
Kaskade,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:00:00,60,mainstage,True
Regi,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:00:00,60,mainstage,True
Bassjackers,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,mainstage,True
Stereo Killah,2017-07-28,2017,Friday,Weekend 2,15:00:00,16:00:00,60,mainstage,True
Luciano,2017-07-28,2017,Friday,Weekend 2,12:00:00,15:00:00,180,mainstage,True
DJ Snake,2017-07-28,2017,Friday,Weekend 2,00:00:00,01:00:00,60,mainstage,True
Luis del Villar,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,leaf,False
Sam Devine,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,leaf,False
Jose Maria Ramon,2017-07-28,2017,Friday,Weekend 2,19:00:00,20:30:00,90,leaf,False
Delafino & Luna Fino,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:00:00,60,leaf,False
Yamo,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:00:00,60,leaf,False
Sven Van Hees,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,leaf,False
Christian82. & L.Bossa,2017-07-28,2017,Friday,Weekend 2,14:30:00,16:00:00,90,leaf,False
Lexx On,2017-07-28,2017,Friday,Weekend 2,13:30:00,14:30:00,60,leaf,False
Gee & Noski,2017-07-28,2017,Friday,Weekend 2,12:30:00,13:30:00,60,leaf,False
Rafi Khan,2017-07-28,2017,Friday,Weekend 2,21:00:00,22:00:00,60,house of mask by cubanisto,False
Arkline,2017-07-28,2017,Friday,Weekend 2,19:30:00,21:00:00,90,house of mask by cubanisto,False
Gonçalo,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:30:00,90,house of mask by cubanisto,False
Chantal,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:00:00,60,house of mask by cubanisto,False
Leesa,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,house of mask by cubanisto,False
Mike Dem,2017-07-28,2017,Friday,Weekend 2,15:00:00,16:00:00,60,house of mask by cubanisto,False
Les Enchanted,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:00:00,60,house of mask by cubanisto,False
Vinai,2017-07-28,2017,Friday,Weekend 2,23:30:00,00:45:00,75,house of books,False
Firebeatz,2017-07-28,2017,Friday,Weekend 2,22:30:00,23:30:00,60,house of books,False
Tujamo,2017-07-28,2017,Friday,Weekend 2,21:30:00,22:30:00,60,house of books,False
Sam Feldt,2017-07-28,2017,Friday,Weekend 2,20:30:00,21:30:00,60,house of books,False
EDX,2017-07-28,2017,Friday,Weekend 2,19:30:00,20:30:00,60,house of books,False
Lucas & Steve,2017-07-28,2017,Friday,Weekend 2,18:00:00,19:30:00,90,house of books,False
Gregor Salto,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:00:00,60,house of books,False
Kris Kross Amsterdam,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,house of books,False
Mike Williams,2017-07-28,2017,Friday,Weekend 2,15:00:00,16:00:00,60,house of books,False
Carta B2B Curtis,2017-07-28,2017,Friday,Weekend 2,14:00:00,15:00:00,60,house of books,False
Sophie Francis,2017-07-28,2017,Friday,Weekend 2,12:30:00,14:00:00,90,house of books,False
Bubba,2017-07-28,2017,Friday,Weekend 2,23:00:00,01:00:00,120,harbour house,False
Team Damp,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,harbour house,False
Rakesh aka Blackjack9000,2017-07-28,2017,Friday,Weekend 2,19:00:00,22:00:00,180,harbour house,False
Bubba,2017-07-28,2017,Friday,Weekend 2,17:00:00,19:00:00,120,harbour house,False
Bart & Baker,2017-07-28,2017,Friday,Weekend 2,15:00:00,17:00:00,120,harbour house,False
SEp,2017-07-28,2017,Friday,Weekend 2,13:00:00,15:00:00,120,harbour house,False
Sander Van Doorn,2017-07-28,2017,Friday,Weekend 2,23:30:00,00:55:00,85,garden of madness,False
Sunnery James & Ryan Marciano,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:30:00,90,garden of madness,False
Steve Angello pres. Mescal Kid,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,garden of madness,False
Benny Rodrigues,2017-07-28,2017,Friday,Weekend 2,19:30:00,20:30:00,60,garden of madness,False
Afrojack b2b Benny Rodrigues,2017-07-28,2017,Friday,Weekend 2,18:30:00,19:30:00,60,garden of madness,False
Roger Sanchez,2017-07-28,2017,Friday,Weekend 2,17:00:00,18:30:00,90,garden of madness,False
Cedric Gervais,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:00:00,60,garden of madness,False
Double Pleasure,2017-07-28,2017,Friday,Weekend 2,14:45:00,16:00:00,75,garden of madness,False
Thomas Newson,2017-07-28,2017,Friday,Weekend 2,13:30:00,14:45:00,75,garden of madness,False
Raiden,2017-07-28,2017,Friday,Weekend 2,12:30:00,13:30:00,60,garden of madness,False
Aly & Fila,2017-07-28,2017,Friday,Weekend 2,23:00:00,00:00:00,60,freedom,False
W&W pres. NWYR,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,freedom,False
Armin Van Buuren,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,freedom,False
Markus Schulz,2017-07-28,2017,Friday,Weekend 2,19:30:00,20:30:00,60,freedom,False
Andrew Rayel,2017-07-28,2017,Friday,Weekend 2,18:30:00,19:30:00,60,freedom,False
Marlo,2017-07-28,2017,Friday,Weekend 2,17:30:00,18:30:00,60,freedom,False
Orjan Nilsen,2017-07-28,2017,Friday,Weekend 2,16:30:00,17:30:00,60,freedom,False
David Gravell,2017-07-28,2017,Friday,Weekend 2,15:30:00,16:30:00,60,freedom,False
Ben Gold,2017-07-28,2017,Friday,Weekend 2,14:30:00,15:30:00,60,freedom,False
Ruben de Ronde b2b Rodg,2017-07-28,2017,Friday,Weekend 2,13:00:00,14:30:00,90,freedom,False
Vini Vici,2017-07-28,2017,Friday,Weekend 2,00:00:00,01:00:00,60,freedom,False
Len Faki,2017-07-28,2017,Friday,Weekend 2,23:30:00,01:00:00,90,core,False
Alan Fitzpatrick,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:30:00,90,core,False
Rødåd,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,core,False
DVS1,2017-07-28,2017,Friday,Weekend 2,19:00:00,20:30:00,90,core,False
Ben Sims & James Ruskin,2017-07-28,2017,Friday,Weekend 2,17:30:00,19:00:00,90,core,False
Kr!z,2017-07-28,2017,Friday,Weekend 2,16:00:00,17:30:00,90,core,False
Sigha (Live),2017-07-28,2017,Friday,Weekend 2,15:00:00,16:00:00,60,core,False
Spacid,2017-07-28,2017,Friday,Weekend 2,12:25:00,15:00:00,155,core,False
Maxim Lany vs. DJ Licious,2017-07-28,2017,Friday,Weekend 2,22:30:00,01:00:00,150,cage,False
Kerri Chandler vs. Red D ft. Lady Linn,2017-07-28,2017,Friday,Weekend 2,18:30:00,22:30:00,240,cage,False
Simon Dunmore,2017-07-28,2017,Friday,Weekend 2,16:30:00,18:30:00,120,cage,False
San Soda,2017-07-28,2017,Friday,Weekend 2,14:00:00,16:30:00,150,cage,False
Kong,2017-07-28,2017,Friday,Weekend 2,12:00:00,14:00:00,120,cage,False
Garmiani,2017-07-28,2017,Friday,Weekend 2,23:00:00,00:00:00,60,arch,False
Benny Benassi,2017-07-28,2017,Friday,Weekend 2,22:00:00,23:00:00,60,arch,False
Steve Aoki,2017-07-28,2017,Friday,Weekend 2,20:30:00,22:00:00,90,arch,False
Borgore,2017-07-28,2017,Friday,Weekend 2,19:30:00,20:30:00,60,arch,False
Keys N Krates,2017-07-28,2017,Friday,Weekend 2,18:30:00,19:30:00,60,arch,False
Stööki Sound,2017-07-28,2017,Friday,Weekend 2,17:30:00,18:30:00,60,arch,False
Morten,2017-07-28,2017,Friday,Weekend 2,16:30:00,17:30:00,60,arch,False
Marnik,2017-07-28,2017,Friday,Weekend 2,15:30:00,16:30:00,60,arch,False
Rain Man,2017-07-28,2017,Friday,Weekend 2,14:30:00,15:30:00,60,arch,False
R3LL,2017-07-28,2017,Friday,Weekend 2,13:30:00,14:30:00,60,arch,False
BOEHM,2017-07-28,2017,Friday,Weekend 2,12:30:00,13:30:00,60,arch,False
