artist,date,year,dayofweek,weekend,starttime,endtime,durationminutes,stage,mainstage
Prinz,2005-08-14,2005,Sunday,Weekend 1,23:45:00,00:55:00,70,unknown,False
Armin Van Buuren,2005-08-14,2005,Sunday,Weekend 1,23:00:00,00:55:00,115,unknown,False
Pacal FEOS,2005-08-14,2005,Sunday,Weekend 1,23:00:00,00:55:00,115,unknown,False
Darkraver,2005-08-14,2005,Sunday,Weekend 1,23:00:00,00:00:00,60,unknown,False
DJ Montana,2005-08-14,2005,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Technoboy,2005-08-14,2005,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Richard Bartz,2005-08-14,2005,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Monika Kruse,2005-08-14,2005,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Andy Caldwell,2005-08-14,2005,Sunday,Weekend 1,21:45:00,23:45:00,120,unknown,False
Erol Alkan,2005-08-14,2005,Sunday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Dave Lambert,2005-08-14,2005,Sunday,Weekend 1,21:00:00,23:00:00,120,unknown,False
DJ Luna,2005-08-14,2005,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Cor Fijneman,2005-08-14,2005,Sunday,Weekend 1,20:30:00,22:30:00,120,unknown,False
Isabel,2005-08-14,2005,Sunday,Weekend 1,20:30:00,21:45:00,75,unknown,False
T-Quest,2005-08-14,2005,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
The Prophet,2005-08-14,2005,Sunday,Weekend 1,19:45:00,21:00:00,75,unknown,False
Sven Väth,2005-08-14,2005,Sunday,Weekend 1,19:00:00,22:00:00,180,unknown,False
Justice,2005-08-14,2005,Sunday,Weekend 1,19:00:00,21:00:00,120,unknown,False
Dr. Kucho,2005-08-14,2005,Sunday,Weekend 1,19:00:00,21:00:00,120,unknown,False
John O'Bir,2005-08-14,2005,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Secret cinema,2005-08-14,2005,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
TLP aka Troubleman,2005-08-14,2005,Sunday,Weekend 1,19:00:00,00:55:00,355,unknown,False
Sven Van Hees,2005-08-14,2005,Sunday,Weekend 1,18:45:00,20:30:00,105,unknown,False
Pavo,2005-08-14,2005,Sunday,Weekend 1,18:30:00,19:45:00,75,unknown,False
Mojado (live),2005-08-14,2005,Sunday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Toni Rios,2005-08-14,2005,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Bartholomeo,2005-08-14,2005,Sunday,Weekend 1,17:30:00,18:45:00,75,unknown,False
Yves De Ruyter,2005-08-14,2005,Sunday,Weekend 1,17:15:00,18:30:00,75,unknown,False
André Galuzzi,2005-08-14,2005,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Starski & Tonic,2005-08-14,2005,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Jahzulluh & Davidov,2005-08-14,2005,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Bart Maes,2005-08-14,2005,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
DJ Ton TB,2005-08-14,2005,Sunday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Tweety,2005-08-14,2005,Sunday,Weekend 1,16:15:00,17:30:00,75,unknown,False
Marco Bailey,2005-08-14,2005,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Yoji Biomehanika,2005-08-14,2005,Sunday,Weekend 1,16:00:00,17:15:00,75,unknown,False
Kozz,2005-08-14,2005,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Fredo & Thang,2005-08-14,2005,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Chuckie,2005-08-14,2005,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
B,2005-08-14,2005,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Eddie Halliwell,2005-08-14,2005,Sunday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Filliz,2005-08-14,2005,Sunday,Weekend 1,15:00:00,16:15:00,75,unknown,False
Ada,2005-08-14,2005,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Coone & Dark e,2005-08-14,2005,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Fred Baker,2005-08-14,2005,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Cyrix,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Maxim lany,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Mystique,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Tom Leclerq,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Smos & Baby Bee,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Frank Lober,2005-08-14,2005,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Greg C,2005-08-14,2005,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Estuara,2005-08-14,2005,Sunday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Gigantic Outdoor Fireworks,2005-08-14,2005,Sunday,Weekend 1,01:00:00,01:10:00,10,unknown,False
Promo,2005-08-14,2005,Sunday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Advent Live,2005-08-14,2005,Sunday,Weekend 1,00:00:00,00:55:00,55,unknown,False
Felix Da Housecat,2005-08-14,2005,Sunday,Weekend 1,00:00:00,00:55:00,55,unknown,False
Dimitri Andreas,2005-08-14,2005,Sunday,Weekend 1,00:00:00,00:55:00,55,unknown,False
Sasha,2005-08-14,2005,Sunday,Weekend 1,22:00:00,00:00:00,120,mainstage,True
Introducing DJ Sasha,2005-08-14,2005,Sunday,Weekend 1,21:00:00,22:00:00,60,mainstage,True
M.I.K.E. live,2005-08-14,2005,Sunday,Weekend 1,20:00:00,21:00:00,60,mainstage,True
Ghost,2005-08-14,2005,Sunday,Weekend 1,17:45:00,20:00:00,135,mainstage,True
Ferry Corsten,2005-08-14,2005,Sunday,Weekend 1,15:30:00,17:45:00,135,mainstage,True
Ronald Van Gelderen,2005-08-14,2005,Sunday,Weekend 1,13:30:00,15:30:00,120,mainstage,True
M.I.K.E.,2005-08-14,2005,Sunday,Weekend 1,00:00:00,01:00:00,60,mainstage,True
Promo Vs Lady Dana,2007-07-29,2007,Sunday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Guy Ohm feat. Funky Frenic,2007-07-29,2007,Sunday,Weekend 1,22:30:00,23:45:00,75,unknown,False
DJ Rush,2007-07-29,2007,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Les Freres Deluxe,2007-07-29,2007,Sunday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Crack T,2007-07-29,2007,Sunday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Zany,2007-07-29,2007,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Menno De Jong,2007-07-29,2007,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Luciano,2007-07-29,2007,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Jeff Mills,2007-07-29,2007,Sunday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Luna,2007-07-29,2007,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Bob Sinclar,2007-07-29,2007,Sunday,Weekend 1,21:00:00,00:00:00,180,unknown,False
Maxim Lany vs El Carlitto,2007-07-29,2007,Sunday,Weekend 1,20:30:00,22:30:00,120,unknown,False
Smos & Baby B,2007-07-29,2007,Sunday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Discobar Galaxie,2007-07-29,2007,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Cash Money,2007-07-29,2007,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Showtek,2007-07-29,2007,Sunday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Dave Lambert,2007-07-29,2007,Sunday,Weekend 1,19:00:00,21:00:00,120,unknown,False
Armin Van Buuren,2007-07-29,2007,Sunday,Weekend 1,19:00:00,22:00:00,180,unknown,False
Technasia,2007-07-29,2007,Sunday,Weekend 1,19:00:00,21:00:00,120,unknown,False
Filliz,2007-07-29,2007,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Sake,2007-07-29,2007,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Davidov vs Mystique,2007-07-29,2007,Sunday,Weekend 1,18:30:00,20:30:00,120,unknown,False
Headhunterz,2007-07-29,2007,Sunday,Weekend 1,18:30:00,20:00:00,90,unknown,False
DJ 4T4,2007-07-29,2007,Sunday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Joss,2007-07-29,2007,Sunday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Markus Schulz,2007-07-29,2007,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
T-Quest,2007-07-29,2007,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Carl Craig,2007-07-29,2007,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Steve Angello,2007-07-29,2007,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Zatox,2007-07-29,2007,Sunday,Weekend 1,17:00:00,18:30:00,90,unknown,False
Cosmic,2007-07-29,2007,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Raoul,2007-07-29,2007,Sunday,Weekend 1,16:30:00,18:30:00,120,unknown,False
Davidov,2007-07-29,2007,Sunday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Uneal,2007-07-29,2007,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Rank 1,2007-07-29,2007,Sunday,Weekend 1,15:30:00,17:00:00,90,unknown,False
Prinz,2007-07-29,2007,Sunday,Weekend 1,15:30:00,17:00:00,90,unknown,False
Coone Vs Ruthless,2007-07-29,2007,Sunday,Weekend 1,15:30:00,17:00:00,90,unknown,False
Joris Voorn,2007-07-29,2007,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Tom De Neef,2007-07-29,2007,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Red D vs Ya'Mo,2007-07-29,2007,Sunday,Weekend 1,14:30:00,16:30:00,120,unknown,False
Mr. Brown,2007-07-29,2007,Sunday,Weekend 1,14:00:00,16:00:00,120,unknown,False
B Rock,2007-07-29,2007,Sunday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Blake Jarrell,2007-07-29,2007,Sunday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Bart:elomeo,2007-07-29,2007,Sunday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Yoji Biomehanika,2007-07-29,2007,Sunday,Weekend 1,13:30:00,15:30:00,120,unknown,False
Kr!z,2007-07-29,2007,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
TiNo,2007-07-29,2007,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Perry O' Neill,2007-07-29,2007,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Tom Leclerq & B,2007-07-29,2007,Sunday,Weekend 1,12:00:00,15:00:00,180,unknown,False
Tweety,2007-07-29,2007,Sunday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Baby Bang,2007-07-29,2007,Sunday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Kozz,2007-07-29,2007,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Chicago Zone Vs. Lobotomy Inc,2007-07-29,2007,Sunday,Weekend 1,11:30:00,13:30:00,120,unknown,False
Fred Nova,2007-07-29,2007,Sunday,Weekend 1,11:00:00,12:30:00,90,unknown,False
Paul Van Dyk,2007-07-29,2007,Sunday,Weekend 1,22:15:00,00:00:00,105,mainstage,True
Roger Sanchez,2007-07-29,2007,Sunday,Weekend 1,20:30:00,22:15:00,105,mainstage,True
David Guetta,2007-07-29,2007,Sunday,Weekend 1,18:45:00,20:30:00,105,mainstage,True
Sander Kleinenberg,2007-07-29,2007,Sunday,Weekend 1,17:15:00,18:45:00,90,mainstage,True
Yves V,2007-07-29,2007,Sunday,Weekend 1,15:45:00,17:15:00,90,mainstage,True
Mason,2007-07-29,2007,Sunday,Weekend 1,14:15:00,15:45:00,90,mainstage,True
Marko,2007-07-29,2007,Sunday,Weekend 1,12:45:00,14:15:00,90,mainstage,True
Opening winner DJ Contest Cool hand Luke,2007-07-29,2007,Sunday,Weekend 1,11:15:00,12:45:00,90,mainstage,True
Astrix,2007-07-28,2007,Saturday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Marco Remus,2007-07-28,2007,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Millenium Kru & MC Dapper,2007-07-28,2007,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Manuel Le Saux,2007-07-28,2007,Saturday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Yahel,2007-07-28,2007,Saturday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Miss DJax,2007-07-28,2007,Saturday,Weekend 1,21:30:00,23:00:00,90,unknown,False
Ed Rush & MC Justyce,2007-07-28,2007,Saturday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Yves De Ruyter,2007-07-28,2007,Saturday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Lani,2007-07-28,2007,Saturday,Weekend 1,20:30:00,22:00:00,90,unknown,False
DJ Ghost,2007-07-28,2007,Saturday,Weekend 1,20:00:00,21:30:00,90,unknown,False
Armandi,2007-07-28,2007,Saturday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Fresh & Stamina MC,2007-07-28,2007,Saturday,Weekend 1,19:00:00,21:00:00,120,unknown,False
John '00' Flemming,2007-07-28,2007,Saturday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Eric Sneo,2007-07-28,2007,Saturday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Roger Orb,2007-07-28,2007,Saturday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Firaga,2007-07-28,2007,Saturday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Simon Basline Smith & Youngman MC,2007-07-28,2007,Saturday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Q-IC,2007-07-28,2007,Saturday,Weekend 1,17:00:00,18:30:00,90,unknown,False
Airwave,2007-07-28,2007,Saturday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Kairon,2007-07-28,2007,Saturday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Danny-C,2007-07-28,2007,Saturday,Weekend 1,15:30:00,17:00:00,90,unknown,False
DJ Fire,2007-07-28,2007,Saturday,Weekend 1,15:15:00,16:30:00,75,unknown,False
Norion,2007-07-28,2007,Saturday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Murdock,2007-07-28,2007,Saturday,Weekend 1,14:00:00,17:00:00,180,unknown,False
Lethal MG,2007-07-28,2007,Saturday,Weekend 1,14:00:00,15:30:00,90,unknown,False
DJ Elof,2007-07-28,2007,Saturday,Weekend 1,14:00:00,15:15:00,75,unknown,False
Guiseppe Ottaviani (live),2007-07-28,2007,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Magnus,2007-07-28,2007,Saturday,Weekend 1,23:00:00,01:00:00,120,mainstage,True
Marco Bailey,2007-07-28,2007,Saturday,Weekend 1,21:00:00,23:00:00,120,mainstage,True
Shameboy,2007-07-28,2007,Saturday,Weekend 1,20:00:00,21:00:00,60,mainstage,True
Buscemi,2007-07-28,2007,Saturday,Weekend 1,18:00:00,20:00:00,120,mainstage,True
Jan Van Biesen,2007-07-28,2007,Saturday,Weekend 1,16:00:00,18:00:00,120,mainstage,True
Winner DJ Contest 'Chaos in Mind',2007-07-28,2007,Saturday,Weekend 1,14:00:00,16:00:00,120,mainstage,True
Donkey Rollers,2009-07-26,2009,Sunday,Weekend 1,23:00:00,23:00:00,0,unknown,False
Sound of Stereo,2009-07-26,2009,Sunday,Weekend 1,22:00:00,23:50:00,110,unknown,False
D-Block & S-te-Fan,2009-07-26,2009,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Joeri,2009-07-26,2009,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Dave Kane,2009-07-26,2009,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Michael Mayer,2009-07-26,2009,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Marco Remus,2009-07-26,2009,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Sasha & John Digweed,2009-07-26,2009,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Burger/Voigt,2009-07-26,2009,Sunday,Weekend 1,21:15:00,22:00:00,45,unknown,False
Neophyte,2009-07-26,2009,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
David Guetta,2009-07-26,2009,Sunday,Weekend 1,21:00:00,00:00:00,180,unknown,False
Tomaz,2009-07-26,2009,Sunday,Weekend 1,20:30:00,22:30:00,120,unknown,False
Above & Beyond,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Discobar Galaxie,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Tom de Neef,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
James Zabiela,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
DJ Rush,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Josh Wink,2009-07-26,2009,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Coone,2009-07-26,2009,Sunday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Mark Knight,2009-07-26,2009,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
2 Dirty,2009-07-26,2009,Sunday,Weekend 1,19:00:00,22:00:00,180,unknown,False
T99 aka Olivier Abbeloos,2009-07-26,2009,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Giuseppe Ottaviani,2009-07-26,2009,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Dana,2009-07-26,2009,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
DJ Ghost,2009-07-26,2009,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
DJ Koze,2009-07-26,2009,Sunday,Weekend 1,18:30:00,21:15:00,165,unknown,False
Nicolaz,2009-07-26,2009,Sunday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Hernan Cattaneo,2009-07-26,2009,Sunday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Timo Maas,2009-07-26,2009,Sunday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Dirty South,2009-07-26,2009,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Nabil,2009-07-26,2009,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
The Beholder vs The Prophet,2009-07-26,2009,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Thrillseekers,2009-07-26,2009,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Max Walder,2009-07-26,2009,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Ed & Kim,2009-07-26,2009,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Housetrap,2009-07-26,2009,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Noisecontrollers,2009-07-26,2009,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Armani & Ghost,2009-07-26,2009,Sunday,Weekend 1,17:00:00,17:30:00,30,unknown,False
Jennifer Cardini,2009-07-26,2009,Sunday,Weekend 1,16:45:00,18:30:00,105,unknown,False
TLP vs Davidov,2009-07-26,2009,Sunday,Weekend 1,16:30:00,18:30:00,120,unknown,False
Wally Lopez,2009-07-26,2009,Sunday,Weekend 1,16:30:00,18:00:00,90,unknown,False
16 bit lolitas,2009-07-26,2009,Sunday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Silicone Soul,2009-07-26,2009,Sunday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Jon O'Bir,2009-07-26,2009,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Iris,2009-07-26,2009,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Hardstyle Masterz,2009-07-26,2009,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Q-IC,2009-07-26,2009,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Maxime Dangles,2009-07-26,2009,Sunday,Weekend 1,16:00:00,16:45:00,45,unknown,False
Raoul,2009-07-26,2009,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
DJ Sake,2009-07-26,2009,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Sir-G,2009-07-26,2009,Sunday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Dave Lambert,2009-07-26,2009,Sunday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Mystique,2009-07-26,2009,Sunday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Alpha²,2009-07-26,2009,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Manu Kenton,2009-07-26,2009,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
DJ Fra,2009-07-26,2009,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Filo & Peri,2009-07-26,2009,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Guy J,2009-07-26,2009,Sunday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Smos & Baby Bee,2009-07-26,2009,Sunday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Seppe,2009-07-26,2009,Sunday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Ruthless,2009-07-26,2009,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
diMaro,2009-07-26,2009,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Mark with a K,2009-07-26,2009,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Jan Van Biesen,2009-07-26,2009,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Elektrokid,2009-07-26,2009,Sunday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Jan Eric Kaiser,2009-07-26,2009,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Leon Bolier & Sied Van Riel,2009-07-26,2009,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
E-Max,2009-07-26,2009,Sunday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Tom Leclercq & Barry Fore,2009-07-26,2009,Sunday,Weekend 1,12:00:00,15:00:00,180,unknown,False
Neon,2009-07-26,2009,Sunday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Bartholomeo,2009-07-26,2009,Sunday,Weekend 1,12:00:00,14:00:00,120,unknown,False
N8N,2009-07-26,2009,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Nicolas Clays,2009-07-26,2009,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Mister JB,2009-07-26,2009,Sunday,Weekend 1,12:00:00,12:00:00,0,unknown,False
Roma,2009-07-26,2009,Sunday,Weekend 1,12:00:00,12:00:00,0,unknown,False
Fred Nova,2009-07-26,2009,Sunday,Weekend 1,11:30:00,13:00:00,90,unknown,False
DJ Stephanie,2009-07-26,2009,Sunday,Weekend 1,11:30:00,12:30:00,60,unknown,False
Senor Funk,2009-07-26,2009,Sunday,Weekend 1,11:00:00,13:00:00,120,unknown,False
Morse Inspectors,2009-07-26,2009,Sunday,Weekend 1,11:00:00,13:00:00,120,unknown,False
Shimtshack,2009-07-26,2009,Sunday,Weekend 1,11:00:00,12:00:00,60,unknown,False
Okinawa 69,2009-07-26,2009,Sunday,Weekend 1,11:00:00,11:00:00,0,unknown,False
Paul Van Dyk,2009-07-26,2009,Sunday,Weekend 1,22:30:00,00:00:00,90,mainstage,True
Moby,2009-07-26,2009,Sunday,Weekend 1,21:00:00,22:30:00,90,mainstage,True
John Dahlbäck,2009-07-26,2009,Sunday,Weekend 1,19:30:00,21:00:00,90,mainstage,True
Armand Van Helden,2009-07-26,2009,Sunday,Weekend 1,18:00:00,19:30:00,90,mainstage,True
Axwell,2009-07-26,2009,Sunday,Weekend 1,16:30:00,18:00:00,90,mainstage,True
The Subs,2009-07-26,2009,Sunday,Weekend 1,15:30:00,16:30:00,60,mainstage,True
Sharam Jey,2009-07-26,2009,Sunday,Weekend 1,14:00:00,15:00:00,60,mainstage,True
Jon Rundell,2009-07-26,2009,Sunday,Weekend 1,12:30:00,14:00:00,90,mainstage,True
DJ Vertesse,2009-07-26,2009,Sunday,Weekend 1,11:00:00,12:30:00,90,mainstage,True
Gui Boratto,2010-07-25,2010,Sunday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Dimitri Vegas & Like Mike,2010-07-25,2010,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Skazi,2010-07-25,2010,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Don Diablo,2010-07-25,2010,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Discobar Galaxie,2010-07-25,2010,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Tom Hades & Soren Aalberg,2010-07-25,2010,Sunday,Weekend 1,22:15:00,00:00:00,105,unknown,False
Frank Kvitta,2010-07-25,2010,Sunday,Weekend 1,22:15:00,00:00:00,105,unknown,False
Axwell,2010-07-25,2010,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Sasha,2010-07-25,2010,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Les Mecs Eclectics,2010-07-25,2010,Sunday,Weekend 1,21:30:00,23:30:00,120,unknown,False
Michael Mayer,2010-07-25,2010,Sunday,Weekend 1,21:30:00,23:00:00,90,unknown,False
N8N Remixed Presents Deejays R Rockstarz,2010-07-25,2010,Sunday,Weekend 1,21:30:00,22:30:00,60,unknown,False
Armin Van Buuren,2010-07-25,2010,Sunday,Weekend 1,21:30:00,00:00:00,150,unknown,False
TV Rock,2010-07-25,2010,Sunday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Wolfgang Gartner,2010-07-25,2010,Sunday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Tom Dazing & Gols,2010-07-25,2010,Sunday,Weekend 1,20:30:00,22:15:00,105,unknown,False
Hernan Cattaneo,2010-07-25,2010,Sunday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Reinhard Voigt,2010-07-25,2010,Sunday,Weekend 1,20:30:00,21:30:00,60,unknown,False
Sunnery James & Ryan Marciano,2010-07-25,2010,Sunday,Weekend 1,20:30:00,21:30:00,60,unknown,False
DJ Rush,2010-07-25,2010,Sunday,Weekend 1,20:15:00,22:15:00,120,unknown,False
Firaga vs Synsun,2010-07-25,2010,Sunday,Weekend 1,20:00:00,22:30:00,150,unknown,False
Roger Sanchez,2010-07-25,2010,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
DJ Fré vs Lanier,2010-07-25,2010,Sunday,Weekend 1,20:00:00,21:30:00,90,unknown,False
Tara McDonald,2010-07-25,2010,Sunday,Weekend 1,20:00:00,20:30:00,30,unknown,False
Markus Schulz,2010-07-25,2010,Sunday,Weekend 1,19:30:00,21:30:00,120,unknown,False
AN21,2010-07-25,2010,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Kissy Sell Out,2010-07-25,2010,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Pet Duo,2010-07-25,2010,Sunday,Weekend 1,19:30:00,20:15:00,45,unknown,False
